osm_id,osm_type,name,category,amenity,lat,lon,postcode,street,cuisine,website
7620445985,node,Pret A Manger,Fast Food,fast_food,51.525642,-0.1098365,EC1R 4QD,Exmouth Market,sandwich,
7623142886,node,Zen Buddha,Restaurant,restaurant,51.6150875,-0.2753361,HA8 7AU,Station Road,asian,https://www.zen-buddha.co.uk/
7623890782,node,Tasty Bites,Coffee Shop,cafe,51.4588019,-0.1980819,,,,
7625767043,node,Pret A Manger,Fast Food,fast_food,51.5341002,-0.1057729,N1 0PS,Parkfield Street,sandwich,
7629294612,node,Amos Coffee,Coffee Shop,cafe,51.6007354,-0.111444,N22 8JX,High Road,coffee_shop;sandwich,
7637726087,node,Blank Coffee,Coffee Shop,cafe,51.4597587,-0.1250934,SW2 5UT,Acre Lane,kiwi;jamaican;british,https://www.blankcoffee.co.uk
7637740205,node,EN ROOT,Restaurant,restaurant,51.4598671,-0.129576,,Clapham Park Road,indian,
7637750393,node,Eat of Eden,Restaurant,restaurant,51.4621002,-0.1116264,SW9 8PR,Coldharbour Lane,caribbean,
7637750485,node,Halo Burger,Fast Food,fast_food,51.4635594,-0.1123774,,,burger,
7637768285,node,The Cure Vegan Food,Coffee Shop,cafe,51.4554469,-0.1108058,SW2 1QB,Brixton Water Lane,,
7640434452,node,Wallacespace,Coffee Shop,cafe,51.5186051,-0.0782129,E1 7LP,Artillery Lane,,
7640538321,node,Espressino,Coffee Shop,cafe,51.4568191,-0.1948743,SW18 4HZ,Chapel Yard,coffee_shop,
7649404639,node,Burger Lovers,Fast Food,fast_food,51.4983291,-0.01328,E14 9TS,Skylines Village,,
7655921641,node,Costa,Coffee Shop,cafe,51.5555928,-0.0080222,E10 5NH,Leyton Mills,coffee_shop,
7656858485,node,Shrooms City,Restaurant,restaurant,51.4618784,-0.0076039,SE13 5FH,Lee High Road,,
7659601213,node,Seva Park Cafe,Coffee Shop,cafe,51.5835597,-0.3453934,,,,
7660563085,node,Lebanese Bites,Fast Food,fast_food,51.4637736,-0.3015267,TW9 2ND,Kew Road,lebanese,
7660730233,node,Vecchiomondo,Restaurant,restaurant,51.494909,-0.186193,,Cromwell Road,pizza,
7660730242,node,Baalbakis,Fast Food,fast_food,51.4948744,-0.1866887,,Cromwell Road,lebanese,
7660730263,node,Thai Taste,Fast Food,fast_food,51.4948532,-0.1869718,,,thai,
7660730268,node,Febe Restaurant,Restaurant,restaurant,51.4948238,-0.1874365,,Cromwell Road,,
7660730493,node,Best Kebab,Fast Food,fast_food,51.5145881,-0.0567299,E1 2PS,Commercial Road,,
7668007685,node,Maple,Coffee Shop,cafe,51.5304619,-0.0565097,E2 9RA,Cambridge Heath Road,,https://maplebrunch.co.uk/
7678643419,node,Greggs,Fast Food,fast_food,51.4438638,0.216058,,,sandwich;bakery,
7678767439,node,Chango Empanadas,Fast Food,fast_food,51.5008824,-0.1925735,,,,https://www.littlefarm.london/
7678767440,node,Bagel Factory,Fast Food,fast_food,51.5008192,-0.1925087,,Kensington High Street,bagel,http://fabrique.co.uk/
7678767441,node,Crussh,Fast Food,fast_food,51.5008082,-0.1924537,,,juice,https://leon.co/
7678767442,node,Nero Express,Coffee Shop,cafe,51.5007379,-0.1926058,,,coffee_shop,https://www.caffenero.com/uk/stores/kensington-arcade
7678767444,node,Bill's,Restaurant,restaurant,51.5009229,-0.1927674,,,british,
7680276839,node,Salas Wraps,Fast Food,fast_food,51.4686706,-0.0673815,,,shawarma;falafel;african,
7680931035,node,Pausa,Coffee Shop,cafe,51.4388181,0.2022292,,,,
7688768329,node,Five Guys,Fast Food,fast_food,51.5000368,-0.1953947,,Kensington High Street,burger,https://restaurants.fiveguys.co.uk/greater-london/183-kensington-high-st
7688768334,node,Kensington Quarter,Restaurant,restaurant,51.4998659,-0.1958043,,Kensington High Street,pizza;burger;sushi;breakfast,
7688768344,node,Joe & The Juice,Coffee Shop,cafe,51.5002348,-0.1948648,,Kensington High Street,coffee_shop,
7688768346,node,Balans Soho Society,Restaurant,restaurant,51.4999794,-0.1955693,,Kensington High Street,,https://www.balans.co.uk/restaurant/kensington-london/
7690912819,node,Muffin Man Tea Shop,Coffee Shop,cafe,51.4995096,-0.1927694,,Wrights Lane,tea,http://www.themuffinmanteashop.co.uk/
7692429979,node,The Thai Terrace,Restaurant,restaurant,51.4992962,-0.192639,,Wrights Lane,thai,http://kensingtonthaiterrace.co.uk/
7695516072,node,VE6,Coffee Shop,cafe,51.5400925,0.0503369,E6 1DQ,Plashet Grove,coffee_shop,
7698684411,node,Papaya Tree,Restaurant,restaurant,51.4996124,-0.1966578,,Kensington High Street,thai,http://papayatree.co.uk/
7699150385,node,Redwood Sports Pub & Kitchen,Restaurant,restaurant,51.5050242,-0.0862519,,London Bridge Station,,https://redwoodsportspub.com/
7701609459,node,Kitchen W8,Restaurant,restaurant,51.4990782,-0.196904,,Abingdon Road,,https://www.kitchenw8.com/
7701609480,node,W8catering,Coffee Shop,cafe,51.4992639,-0.1970672,,Abingdon Road,,https://w8catering.co.uk/
7703089535,node,Nando's,Restaurant,restaurant,51.4992694,-0.1975808,,Kensington High Street,chicken;portuguese,https://www.nandos.co.uk/restaurants/kensington-high-street
7703950083,node,Community Coffee Shop,Coffee Shop,cafe,51.4111216,0.2359835,,,,
7706500143,node,The Abingdon,Restaurant,restaurant,51.4975787,-0.196173,,Abingdon Road,,https://theabingdon.co.uk/
7706519297,node,Cafe Nouvelle,Coffee Shop,cafe,51.4976525,-0.1958992,,Abingdon Road,,
7706823773,node,Fait Maison,Coffee Shop,cafe,51.496778,-0.1928524,,Stratford Road,,https://www.fait-maison.co.uk/
7707561344,node,Persian Kitchen,Restaurant,restaurant,51.3867563,-0.4193237,KT12 2QP,Church Street,persian,https://www.persiankitchen.biz/waltononthames
7717240601,node,Chinese Gourmet,Fast Food,fast_food,51.4986245,-0.0134147,E14 9TS,Skylines Village,,
7717850285,node,NQ64,Bar,bar,51.5155639,-0.1363857,W1F 8SP,Berwick Street,,https://nq64.co.uk/soho
7717861385,node,Draughts,Coffee Shop,cafe,51.5017821,-0.1154534,SE1 7NN,Leake Street,,
7725381461,node,The Plough,Restaurant,restaurant,51.3793916,-0.2007848,SM3 9PW,Sutton Common Road,american,https://www.harvester.co.uk/restaurants/southeast/theploughsutton
7732425050,node,Il Villagio,Coffee Shop,cafe,51.4004159,-0.2547428,KT3 4AD,Blagdon Road,italian,
7732890207,node,Il Portico,Restaurant,restaurant,51.4985413,-0.1999695,,Kensington High Street,italian,https://ilportico.co.uk/
7732890210,node,La Palombe,Restaurant,restaurant,51.4986231,-0.1996398,W8 6NA,Kensington High Street,italian,https://www.famigliaportico.co.uk/
7735177137,node,Asda Living,Coffee Shop,cafe,51.447885,0.2166085,,,,
7741277249,node,MO'S,Restaurant,restaurant,51.5535832,-0.2966546,HA9 7HU,St John's Road,sri_lankan,
7743221285,node,Sud Italia,Restaurant,restaurant,51.5199239,-0.0753439,E1 6EW,Horner Square,pizza,https://suditaliapizza.co.uk/
7745971396,node,Apadana,Restaurant,restaurant,51.4974306,-0.2032296,,Kensington High Street,persian,https://www.apadana-restaurant.com/
7746290934,node,Hare and Tortoise,Restaurant,restaurant,51.49674,-0.2051274,,,japanese,
7748179112,node,Cacciari's,Restaurant,restaurant,51.494241,-0.2017994,,Pembroke Road,italian,https://cacciaris.co.uk/
7748179147,node,Mohsen,Restaurant,restaurant,51.495127,-0.2030278,,Warwick Road,persian,
7755886485,node,La Valle,Restaurant,restaurant,51.5310145,-0.1204451,,Pentonville Road,breakfast;regional,
7756557949,node,Bellingham Fish Bar,Restaurant,restaurant,51.432523,-0.0207353,SE6 3BT,Randlesdown Road,fish_and_chips;kebab,
7761677128,node,L'Oculto Cocina,Restaurant,restaurant,51.4592584,-0.0337023,,,,
7761677131,node,Deja Brew,Coffee Shop,cafe,51.4594053,-0.0336997,SE4 2QZ,Brockley Road,,
7761677134,node,Morley's,Fast Food,fast_food,51.4596136,-0.0337269,SE4 2QZ,Brockley Road,chicken,
7761677137,node,Dominic's Pizza,Fast Food,fast_food,51.459851,-0.0337827,SE4 2QZ,Brockley Road,pizza,
7765719725,node,Happy Villa,Restaurant,restaurant,51.5623201,-0.1971682,,,chinese,
7765719727,node,Giacomo's,Restaurant,restaurant,51.5622166,-0.1971537,,,italian,
7765719729,node,Etles,Restaurant,restaurant,51.5621101,-0.1971566,,,uyghur,
7767462562,node,Black Rabbit Cafe,Coffee Shop,cafe,51.4883484,-0.1935846,,Old Brompton Road,,
7769775510,node,The Truth,Bar,bar,51.6108107,-0.1093846,,Green Lanes,,
7769775608,node,Karafaki Taverna,Restaurant,restaurant,51.6115561,-0.1090708,,Green Lanes,greek,
7769775612,node,Pepe's,Fast Food,fast_food,51.6113587,-0.1092724,,,chicken,
7769775616,node,Just Chicken & Kebabs,Fast Food,fast_food,51.611193,-0.1092644,N13 6JU,Green Lanes,kebab;chicken;turkish,
7772006216,node,Dolci Coffee & Juice,Coffee Shop,cafe,51.4934774,-0.1948392,,Earl's Court Road,,https://dolcicafe.co.uk/
7775290698,node,Surbiton Chargrill,Fast Food,fast_food,51.3928888,-0.3046784,KT6 4NS,Victoria Road,kebab;wings;fried_chicken,
7777211385,node,rumba,Bar,bar,51.5111212,-0.1333774,W1D 7EP,Shaftesbury Avenue,,
7778352085,node,DreamX,Coffee Shop,cafe,51.5528772,-0.1116836,,,,
7778462481,node,Nando's,Restaurant,restaurant,51.5521895,-0.1121547,N7 8FB,Holloway Road,chicken;portuguese,https://www.nandos.co.uk/restaurants/holloway-road
7778679902,node,Burger King,Fast Food,fast_food,51.4918562,-0.1927287,SW5 9AD,Earl's Court Road,burger,
7779102926,node,Tried & True,Coffee Shop,cafe,51.4627843,-0.2263476,SW15 6SP,Upper Richmond Road,,
7779102927,node,La Casa Mia,Restaurant,restaurant,51.4627801,-0.2262805,SW15 6SP,Upper Richmond Road,italian,
7779102928,node,Sweet Tooth Cafe,Coffee Shop,cafe,51.4627784,-0.2262121,SW15 6SP,Upper Richmond Road,,
7779240828,node,Green Room Cafe,Coffee Shop,cafe,51.5593954,-0.1222952,,,,
7779336458,node,Whittington Park Cafe,Coffee Shop,cafe,51.5610815,-0.1290872,,,,
7782287099,node,The Lockdown Room,Bar,bar,51.5133837,0.0066164,E14 0SY,Hopewell Square,,https://www.thelockdownroom.com/
7782287100,node,The Barre,Restaurant,restaurant,51.5130081,0.0065357,E14 0SY,Hopewell Square,,https://www.thebarre.london/
7782741612,node,Raitakrai Thai,Restaurant,restaurant,51.4902155,-0.1909976,SW5 9BA,Earl's Court Road,thai,https://raitakraithairestaurant.com/earls-court
7783327571,node,Inpescheria Fish Restaurant,Restaurant,restaurant,51.4899277,-0.1907098,,Earl's Court Road,seafood;italian,http://inpescherialondon.com/
7787037160,node,No 3 at Nightingale Place,Restaurant,restaurant,51.452666,-0.1487287,,,,https://www.no3clapham.co.uk
7787383386,node,Horizons Casino Restaurant,Restaurant,restaurant,51.5109783,-0.1300978,,,,
7787383387,node,Jin Bo Law,Bar,bar,51.5141881,-0.0759541,EC3N 1AH,Aldgate High Street,,https://jinbolaw.co.uk/
7787387486,node,Amazonico,Restaurant,restaurant,51.5095415,-0.1445938,W1J 6BR,Berkeley Square,international,https://amazonicorestaurant.com/london/
7787387487,node,Roof East,Bar,bar,51.5418322,-0.0011827,E15 1XE,The Mall,,https://www.roofeast.com/
7787645779,node,Hing Takeaway,Restaurant,restaurant,51.5908507,-0.1553298,,,chinese,
7787693077,node,El Pastor,Restaurant,restaurant,51.5359613,-0.1268238,N1C 4DQ,,mexican,https://www.tacoselpastor.co.uk
7787693081,node,Sons + Daughters,Coffee Shop,cafe,51.535198,-0.1262291,,,sandwich,
7788318396,node,Lucia,Coffee Shop,cafe,51.5960627,-0.1088857,,,,
7794409755,node,Starbucks Excel,Coffee Shop,cafe,51.5091186,0.0257156,E16 1DR,Western Gateway,coffee_shop,https://www.starbucks.com/store-locator/store/1012905/excel-centre-warehouse-k-ex-cel-centre-2-western-gateway-london
7794419502,node,E16 Coffee,Coffee Shop,cafe,51.5079821,0.0319887,E16 1XL,Western Gateway,,https://www.excel.london/visitor/food-drink/e16-coffee
7794844144,node,Borneo Cafe & Bakery,Coffee Shop,cafe,51.6091021,-0.1102737,N13 4TN,Green Lanes,,
7794844150,node,Domino's,Fast Food,fast_food,51.6094827,-0.110159,N13 4TN,Green Lanes,pizza,
7794944150,node,McDonald's,Fast Food,fast_food,51.4394126,-0.2464914,SW15 3DT,Roehampton Vale,burger,https://www.mcdonalds.com/gb/en-gb/location/roehampton/roehampton---asda/31-roehampton-vale/8261566.html
7795005285,node,Sussex,Restaurant,restaurant,51.5143802,-0.1321728,W1D 3JW,Frith Street,,
7795758513,node,Golden Phoenix,Restaurant,restaurant,51.6097638,-0.1165239,,,chinese,
7795758631,node,Ooh Yes Fish Bar,Fast Food,fast_food,51.6086769,-0.1099572,N13 6JR,Green Lanes,fish_and_chips,
7795758634,node,Alba Vita,Restaurant,restaurant,51.6085762,-0.1099934,N13 6JR,Green Lanes,italian,https://albavita.co.uk/
7795758636,node,Tirana Pool Club & Coffee Bar,Coffee Shop,cafe,51.6084237,-0.1100658,N13 6JT,Green Lanes,,
7795758637,node,Meşale Restaurant Meze Bar and Grill,Restaurant,restaurant,51.6083746,-0.1100832,N13 6JT,Green Lanes,turkish,
7795758639,node,two feathers,Fast Food,fast_food,51.6083263,-0.1101047,,,sandwich,
7798793795,node,Renaissance,Coffee Shop,cafe,51.6063328,-0.1171589,N22 8NE,Myddleton Road,,https://renaissancemusic.co.uk/
7798793798,node,Bowes Café & Bistro,Restaurant,restaurant,51.6063403,-0.1173969,N22 8NE,Myddleton Road,,
7798793807,node,The Step,Restaurant,restaurant,51.6063523,-0.1179656,N22 8NE,Myddleton Road,,http://www.thestep.co.uk/
7798793808,node,The Taste - Sandwich Bar,Fast Food,fast_food,51.6063607,-0.1182003,N22 8NE,Myddleton Road,sandwich,
7798793817,node,Nicosia Cafe Bar,Coffee Shop,cafe,51.6063653,-0.1184678,N22 8NE,Myddleton Road,,
7798793819,node,Pierogi,Restaurant,restaurant,51.6063686,-0.1186757,N22 8NQ,Myddleton Road,,
7798793826,node,CupTales,Coffee Shop,cafe,51.606389,-0.1193925,N22 8NG,Myddleton Road,,
7798793830,node,Mum's Bistro,Restaurant,restaurant,51.6063977,-0.1196889,N22 8NG,Myddleton Road,,
7799742846,node,Kappa,Restaurant,restaurant,51.4933166,-0.1943489,,Earl's Court Road,japanese,https://kappasushi.co.uk/
7801741809,node,Franco Manca,Restaurant,restaurant,51.493013,-0.1940857,,Earl's Court Road,pizza,https://www.francomanca.co.uk/restaurants/earls-court/
7801741826,node,Chopstix Noodle bar,Fast Food,fast_food,51.4928406,-0.1938925,,Earl's Court Road,,http://chopstixgroup.com/
7801741858,node,Mai Food,Restaurant,restaurant,51.4930041,-0.1935005,,Kenway Road,japanese,http://www.mai-food.com/
7801953377,node,EME Greek,Fast Food,fast_food,51.4983976,-0.013337,E14 9TS,Skylines Village,,
7804014016,node,Espresso Pizza,Restaurant,restaurant,51.6065406,-0.1184403,N22 8NQ,Myddleton Road,pizza,
7804014021,node,Tap Room,Pub,pub,51.606551,-0.1188983,,,,https://www.bohembrewery.com/bohem-tap-room/
7804014034,node,Pizza Man,Restaurant,restaurant,51.6065693,-0.1195568,N22 8NQ,Myddleton Road,pizza,
7804014035,node,Mohammedi Indian Takeaway,Restaurant,restaurant,51.6066626,-0.1195045,N22 8NQ,Myddleton Road,indian,
7804509096,node,Kamayan sa Earl's Court,Restaurant,restaurant,51.4929369,-0.1932811,,Kenway Road,filipino,https://www.kamayansaearlscourt.co.uk/
7804509108,node,Lutong Pinoy,Restaurant,restaurant,51.4929037,-0.1933287,,Kenway Road,filipino,https://www.lutongpinoyuk.com/
7804509139,node,The Halal Guys,Fast Food,fast_food,51.4926615,-0.1935967,,Earl's Court Road,,https://thehalalguys.com
7804693867,node,Yayaka,Coffee Shop,cafe,51.5138039,-0.3073521,,,greek,
7804693871,node,Pasta Remoli,Restaurant,restaurant,51.513737,-0.3069132,,,italian,
7813223044,node,bund,Restaurant,restaurant,51.5908797,-0.1537565,N2 9HP,Fortis Green,asian,https://bundrestaurant.co.uk
7814612986,node,Harmony Place Cafe,Coffee Shop,cafe,51.4809883,-0.0178261,SE8 3FE,Copperas Street,,
7815143476,node,Street Greek,Restaurant,restaurant,51.5184305,-0.0790288,,,,
7816032784,node,Pistachios in the park,Coffee Shop,cafe,51.3075657,-0.1200718,CR5 1HB,Canon's Hill,,
7816705813,node,Afandena,Restaurant,restaurant,51.4918134,-0.1922165,,Earl's Court Road,mediterranean,https://afandena.co.uk/
7818189062,node,New Salamis FC,Coffee Shop,cafe,51.6065248,-0.1165849,N22 8NW,Myddleton Road,,
7818189066,node,Vrisaki,Restaurant,restaurant,51.6063232,-0.1166191,N22 8LZ,Myddleton Road,greek,https://vrisakirestaurant.wpcomstaging.com/
7819580985,node,Stem + Glory,Restaurant,restaurant,51.518727,-0.0987578,,,,
7820787833,node,Thai Town,Restaurant,restaurant,51.4214804,-0.1751186,SW19 2AB,High Street Colliers Wood,thai,
7823827335,node,Steak & Oysters,Restaurant,restaurant,51.4898933,-0.19034,,Earl's Court Road,,
7823827365,node,Flora Indica,Restaurant,restaurant,51.4896932,-0.1897898,,Earl's Court Road,indian,https://flora-indica.com/
7826550098,node,Costa,Coffee Shop,cafe,51.3804917,-0.2818571,KT6 7DW,Tolworth Broadway,coffee_shop,
7828046881,node,Turquiose Kitchen,Restaurant,restaurant,51.570534,-0.1480861,,,,
7829142090,node,E5 Square Cafe,Coffee Shop,cafe,51.5557574,-0.0394263,E5 0HD,Rushmore Road,,
7829217025,node,Mario's,Fast Food,fast_food,51.4639388,-0.331076,,,fish_and_chips,
7833552018,node,Greggs,Fast Food,fast_food,51.5508037,-0.4487065,UB10 9PG,Long Lane,sandwich;bakery,
7833699270,node,Domino's,Fast Food,fast_food,51.5301182,-0.4480342,UB10 0PE,Uxbridge Road,pizza,
7833718400,node,Cafe Delight,Coffee Shop,cafe,51.5312901,-0.4492369,UB10 0LJ,Uxbridge Road,,
7833718401,node,Beef Belly,Fast Food,fast_food,51.5312555,-0.449164,UB10 0LJ,Uxbridge Road,burger,https://beef-belly-halal.business.site/
7833718403,node,Papa'z Peri Peri and Pizza,Fast Food,fast_food,51.5309603,-0.4486233,,,,
7833718404,node,Tops Pizza,Fast Food,fast_food,51.530931,-0.4485602,UB10 0LH,Uxbridge Road,pizza,https://topspizza.co.uk/hillingdon
7833718407,node,Hot Express Pizza,Fast Food,fast_food,51.5307482,-0.4482296,UB10 0LH,Uxbridge Road,pizza,
7833718409,node,Gumba,Restaurant,restaurant,51.530687,-0.4481091,,,nepalese,https://gumbarestaurant.co.uk
7833718411,node,Costa,Coffee Shop,cafe,51.5302622,-0.4472094,UB10 0LR,Uxbridge Road,coffee_shop,
7833718432,node,KFC,Fast Food,fast_food,51.5299269,-0.4474654,UB10 0PD,Uxbridge Road,chicken,
7833718434,node,King Kebab,Fast Food,fast_food,51.5299741,-0.4476327,UB10 0PE,Uxbridge Road,kebab,
7836301308,node,Pret A Manger,Fast Food,fast_food,51.5461717,-0.4799191,UB8 1JP,High Street,sandwich,
7837285971,node,Al-Kahf,Fast Food,fast_food,51.5179965,-0.0640118,E1 1JE,Whitechapel Road,,
7837285972,node,Pandhan Kitchen,Fast Food,fast_food,51.5177839,-0.0637102,E1 1JH,Vine Court,,
7837285973,node,Alhambra Cafe,Coffee Shop,cafe,51.518076,-0.0637773,E1 1JE,Whitechapel Road,,
7837285974,node,Bismillah Hotel,Fast Food,fast_food,51.5180913,-0.0636971,E1 1JE,Whitechapel Road,,
7839175477,node,Hot Milk,Coffee Shop,cafe,51.6075843,-0.1239436,,,brunch,
7840071727,node,Blue Mediterranean,Restaurant,restaurant,51.6120879,-0.1724899,N12 9ET,Woodhouse Road,mediterranean,https://bluemediterraneanbistro.co.uk
7841140119,node,Rose Peri Peri Grill,Fast Food,fast_food,51.517912,-0.0628558,E1 1HJ,New Road,,
7841140120,node,Zaza's Cafe,Coffee Shop,cafe,51.517867,-0.0628303,E1 1HJ,New Road,,
7841140121,node,Crown Marrakech,Fast Food,fast_food,51.5178152,-0.0628098,E1 1HJ,New Road,,
7841140122,node,Olives and Oregano,Fast Food,fast_food,51.5177749,-0.0627903,E1 1HJ,New Road,,
7841140123,node,Basil Garden,Coffee Shop,cafe,51.5177273,-0.0627647,E1 1HJ,New Road,,
7841140125,node,Mahdiya Peri Peri Grill,Fast Food,fast_food,51.5181406,-0.0629453,E1 1HJ,New Road,,
7841841639,node,Viva Acai,Fast Food,fast_food,51.4945878,-0.1830539,,Gloucester Road Arcade,,
7842620684,node,Olives Restaurant,Restaurant,restaurant,51.4939606,-0.1824735,,Gloucester Road,italian,https://www.millenniumhotels.com/en/london/the-baileys-hotel-london/olives-restaurant/
7843248942,node,Hampton Tandoori,Restaurant,restaurant,51.4151955,-0.373569,TW12 2HP,Oldfield Road,indian,https://www.hamptontandoori.com/
7843832763,node,Sahara Grill,Restaurant,restaurant,51.5161469,-0.0623935,E1 1HH,New Road,,
7843832764,node,The Italian Gelato Co,Restaurant,restaurant,51.5171066,-0.0626402,E1 1HH,New Road,,
7843832765,node,Shalamar Kebab House,Restaurant,restaurant,51.5171875,-0.0626617,E1 1HH,New Road,,
7843832766,node,Cafe Alhambra,Coffee Shop,cafe,51.5159432,-0.0623814,E1 1HE,New Road,,
7843832767,node,Cosy Cafe,Coffee Shop,cafe,51.5159766,-0.0620408,E1 2AX,New Road,,
7844463588,node,Frantoio,Restaurant,restaurant,51.4829577,-0.1774091,SW10 0LR,King's Road,pizza;italian,https://frantoio.co.uk/
7844463590,node,John Forrest Bakery,Coffee Shop,cafe,51.482918,-0.1775101,SW10 0LR,King's Road,,
7844463606,node,Mona Lisa,Restaurant,restaurant,51.4826592,-0.1781601,SW10 0LR,King's Road,italian;fish_and_chips;steak_house,https://mona-lisa.business.site/
7844473668,node,Chelsea Creperie,Coffee Shop,cafe,51.4850052,-0.1828915,,Hollywood Road,,https://chelseacreperie.co.uk/
7844980680,node,South West 7,Restaurant,restaurant,51.4938358,-0.1833867,,Harrington Gardens,,https://www.millenniumhotels.com/en/london/millennium-gloucester-hotel-london-kensington/south-west-7/
7844980681,node,Korean Grill Kensington,Restaurant,restaurant,51.4936817,-0.1840529,SW7 4QH,Gloucester Road,,
7846451963,node,Bel-Air,Fast Food,fast_food,51.5240487,-0.0840882,,,,
7849521240,node,The Wanstead Kitchen,Coffee Shop,cafe,51.5549124,0.0191777,E7 0AR,Pevensey Road,indian,https://www.wansteadkitchen.co.uk/
7856335286,node,Tasty Jerk,Restaurant,restaurant,51.4925644,-0.0971145,SE17 1FY,Sayer Street,caribbean,https://www.tastyjerk.co.uk/
7856351687,node,KOI Ramen Bar,Restaurant,restaurant,51.4926151,-0.0971509,SE17 1FY,Sayer Street,japanese,https://www.koiramenbar.co.uk/
7856895414,node,Perky Blenders x Goodvibes,Coffee Shop,cafe,51.5061252,0.0160973,E16 1AH,Dock Road,coffee_shop,https://www.wegotgoodvibes.com/
7857880041,node,Eclipse,Bar,bar,51.4908785,-0.1832267,SW5 0BA,Old Brompton Road,,http://www.eclipsebars.com/south-kensington-1
7857948740,node,Tendido Cero,Restaurant,restaurant,51.4909414,-0.1839263,SW5 0BA,Old Brompton Road,spanish,http://www.cambiodetercio.co.uk/
7857948758,node,Thali,Restaurant,restaurant,51.4909102,-0.1835732,,Old Brompton Road,indian,
7858027226,node,The Duke of Clarence,Pub,pub,51.4908911,-0.1825444,SW5 0BE,Old Brompton Road,,https://www.thedukeofclarencesw5.co.uk/
7858027227,node,Margaux,Restaurant,restaurant,51.490875,-0.1827684,SW5 0BE,Old Brompton Road,french,https://barmargaux.co.uk/
7858027284,node,Noor Jahan,Restaurant,restaurant,51.4910428,-0.1830055,,Bina Gardens,indian,http://www.noorjahanrestaurants.co.uk/
7858781959,node,Stableyard Cafe,Coffee Shop,cafe,51.4025846,-0.1886418,,,,
7859300963,node,Mr Todiwalla's Petiscos,Restaurant,restaurant,51.6255864,0.0423515,IG9 5BS,Queen's Road,indian;portuguese,
7870976195,node,Pret A Manger,Fast Food,fast_food,51.4940078,-0.1821099,,Gloucester Road,sandwich,
7870976198,node,Baba Ghanouj,Restaurant,restaurant,51.4938396,-0.1820164,,Gloucester Road,,
7870976215,node,Niu Ko,Restaurant,restaurant,51.4936806,-0.1819281,,Gloucester Road,asian;chinese;japanese,
7870976216,node,Zack's,Restaurant,restaurant,51.4935745,-0.1818593,,Gloucester Road,bistro,https://www.zacks.london/breakfastpizzapasta
7872523019,node,Vujon Indian Takeaway,Fast Food,fast_food,51.6197344,-0.1428239,N11 1JJ,Brunswick Park Road,indian,https://www.vujontakeaway.co.uk/
7878204108,node,Queen’s Diner,Coffee Shop,cafe,51.4811783,0.0696948,SE18 3TB,Herbert Road,,
7879943858,node,Poppins Cafe,Coffee Shop,cafe,51.5145932,-0.1051622,EC4A 4AX,Poppin's Court,,
7882485470,node,Urban Baristas,Coffee Shop,cafe,51.494016,-0.1781556,,Harrington Road,coffee_shop,
7885193443,node,Crêpes à la carte,Restaurant,restaurant,51.5445123,-0.1413599,,,,
7887739985,node,Simply Snacks,Bar,bar,51.4836396,-0.4767353,,Skyport Drive,,
7887985298,node,Peking Chef,Restaurant,restaurant,51.6688787,-0.0166163,EN3 6GS,Island Centre Way,chinese,
7888182364,node,Central Way Café,Coffee Shop,cafe,51.4600387,-0.4098894,,,,
7895243375,node,Shanghai Express,Restaurant,restaurant,51.5439501,-0.141741,,Kentish Town Road,,
7899265957,node,Dozo,Restaurant,restaurant,51.4929042,-0.1769375,SW7 3LQ,Old Brompton Road,sushi,https://www.dozosushi.co.uk/
7899265958,node,Caffè Nero,Coffee Shop,cafe,51.4929383,-0.1768657,SW7 3LQ,Old Brompton Road,coffee_shop,https://www.caffenero.com/uk/stores/south-kensington
7900888262,node,Fast Food Bar,Fast Food,fast_food,51.5147235,-0.0736203,E1 7TP,Goulston Street,,
7902012892,node,The Sushi Co,Restaurant,restaurant,51.4930962,-0.1765534,,Old Brompton Road,sushi,
7902106307,node,Pizzetta,Restaurant,restaurant,51.4937638,-0.1763561,SW7 3EX,Bute Street,pizza;italian,https://www.pizzettapizza.com/
7902106309,node,Suzette,Restaurant,restaurant,51.4936679,-0.1762518,SW7 3EX,Bute Street,crepe,
7902106310,node,Pizza Roma,Fast Food,fast_food,51.4935821,-0.1761639,SW7 3EX,Bute Street,pizza,
7902190450,node,Coffee Station,Coffee Shop,cafe,51.5168492,0.190625,,,coffee_shop,
7902204042,node,La Brioche,Coffee Shop,cafe,51.4934458,-0.1758117,,Old Brompton Road,,
7903578871,node,Tesco Restaurant,Coffee Shop,cafe,51.517242,0.0760618,E6 7ER,Armada Way,,
7904778330,node,Kova Patisserie,Coffee Shop,cafe,51.4938144,-0.1750121,SW7 3DL,Old Brompton Road,,https://www.kovapatisserie.com/
7904778362,node,Sushi Shop,Fast Food,fast_food,51.4938786,-0.1749039,SW7 3DL,Old Brompton Road,sushi,https://www.mysushishop.co.uk/
7904778380,node,Khan's of Kensington,Restaurant,restaurant,51.4940278,-0.1750798,SW7 3ES,Harrington Road,indian,https://www.khansofkensington.co.uk/
7904778381,node,Al Arez,Restaurant,restaurant,51.4940247,-0.1751817,,Harrington Road,lebanese,
7908316434,node,HOME,Coffee Shop,cafe,51.5415851,-0.0554281,E8 3QE,Mare Street,coffee_shop,
7908384785,node,Coffee @ 105,Coffee Shop,cafe,51.646935,-0.0701991,,Lincoln Road,,
