business_id,birank_score,rank,friend_checkin_count,fof_checkin_count,social_unique_visitors,social_diversity_index,mean_bridge_confidence,social_boost,social_linked,best_gamma
V39dhRv0sbTOkfRflzd4Uw,0.00028129401472199583,250,,,,,,,False,0.0
hgMv8rN-kAY-1DJLSmi0Pg,0.0002805221116401184,251,,,,,,,False,0.0
cb1nUu3c4qD0DymqTlUJaA,0.0002794735341713542,252,,,,,,,False,0.0
9b1zwZatzcDYNNVwfiBrjA,0.0002793950375124744,253,,,,,,,False,0.0
gCINi30rKixICJXHD6olww,0.0002793201113244938,254,,,,,,,False,0.0
1PKvoJ-jtw1UcuzCVtoqiw,0.0002791005004450915,255,,,,,,,False,0.0
0VPTpRg_99ZoQyYuf4sntg,0.0002786258562842618,256,,,,,,,False,0.0
66pIa8VXmTQIHkMxMv_f0w,0.0002785131911458104,257,,,,,,,False,0.0
3qFBE73XxxZRlc6uqZvb-g,0.000278211138735006,258,,,,,,,False,0.0
TfP0dN1L88RcWyQzp2O7Eg,0.00027817305819761783,259,,,,,,,False,0.0
jSZQ89WehnfYJcYMGQO2og,0.0002779511159045365,260,,,,,,,False,0.0
jgOgj1gvfPy3DEIpSjQiOQ,0.00027769109309015103,261,,,,,,,False,0.0
b2ZSuQ_7aiH5IycxtY3xZQ,0.000277254641623903,262,,,,,,,False,0.0
vnHL_GrlfdmptInzFTU_5w,0.0002765395640692608,263,,,,,,,False,0.0
_czjtkS_XllCJi_1vBc_sw,0.00027625394809246745,264,0.0,0.302,0.0,0.0,0.0,0.0,True,0.0
WKQnbFHNaENHMHDVhFMk-A,0.0002761877786521658,265,,,,,,,False,0.0
UT9vP1Ww8OlL4nzBOKBCOQ,0.0002758987274905405,266,,,,,,,False,0.0
rxGN3mljUEwNLyE2q-DWcA,0.00027582959318155987,267,,,,,,,False,0.0
e2__bkb8kvgEuFHZO7iScw,0.0002748742855784866,268,0.3333,0.072,1.0,0.6931,0.3333,0.06126369702731207,True,0.0
nsZYVtv9l7Vyf9ZolUmYUw,0.00027460646597704416,269,,,,,,,False,0.0
t1o0DX6aEUVm9ur43kQ_Yw,0.0002744059381378532,270,,,,,,,False,0.0
yefPoFFKlR9xHTqlAR_BWA,0.00027410661938245394,271,,,,,,,False,0.0
doN8QSdGtlIAW7BP8afZEg,0.000273101118727223,272,0.6333,0.2442,1.0,0.6931,0.3166,0.10448595333374501,True,0.0
R13Oidfd96gQqayPMA96VQ,0.0002727323291400739,273,,,,,,,False,0.0
fFb9GJIGQ7dt5dd63xov8Q,0.000272562685941333,274,,,,,,,False,0.0
3hHw_c5CI-f2TdZOYDkHcA,0.0002722165687077354,275,,,,,,,False,0.0
kUfUsNfgf0PFRH9d2bLSOA,0.00027198841590350865,276,0.2,0.5113,1.0,0.6931,0.2,0.03882989051478855,True,0.0
6lr3qkrqie9bqxl7DaYvTw,0.0002716480042024202,277,,,,,,,False,0.0
jnZR1Urkc3BtZxEdSctBVw,0.00027145987223798837,278,,,,,,,False,0.0
r2yGJDvwCCSneV5pM9bGtg,0.00027111230697182334,279,,,,,,,False,0.0
YNkDhu7Ba36mUR6vN0491g,0.00026993549843866866,280,,,,,,,False,0.0
3_kZ2pDiKJLZ9kGKKOWqdA,0.0002694700328490256,281,,,,,,,False,0.0
4pwP8B5BpUThYVkOzDOd8Q,0.00026922055141296973,282,,,,,,,False,0.0
lAeoNBksQeNB5cY8mvYg9Q,0.0002691866892082401,283,,,,,,,False,0.0
OTK-1bXfze5elfqYIHmfIQ,0.0002691560714428177,284,,,,,,,False,0.0
3w7NRntdQ9h0KwDsksIt5Q,0.00026913888456764736,285,,,,,,,False,0.0
